festival,lugar,fecha_inicio,fecha_fin,duracion,cod_postal,latitud,longitud,provincia,localidad,artistas,estilos,enlace_foto,cartel_peq,gratuito,habitantes,tamaño_localidad,mes,costa,comunidad_autonoma,electronica,indie,rock,pop
Universal Music Festival 2023,Teatro Real,2023-07-25,2023-07-30,6,28001,40.418299,-3.710589,Madrid,Madrid,"['Kraftwerk', 'Rufus Wainwright', 'Israel Fernández', 'Lola Indigo', 'Gilberto Gil', 'Gloria Trevi']","['rock', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/329417311_3519142884986476_4678258720062108886_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/universal_2.jpg?itok=DlxKYE--,False,3280782,2M - 3.2M,Julio,False,Madrid,False,False,True,True
Low Festival 2023,Ciudad Deportiva Guillermo Amor,2023-07-28,2023-07-30,3,03502,38.546691,-0.138434,Alicante,Benidorm,"['Vetusta Morla', 'Placebo', 'Interpol', 'Iván Ferreiro', 'The Vaccines', 'Viva Suecia', 'Bombay Bicycle Club', 'Deluxe', 'Miss Caffeina', 'Arde Bogotá', 'Cariño', 'Cupido', 'Ladilla rusa', 'Natalia Lacunza', 'Second', 'Catnapp', 'Depresión Sonora', 'Karavana', 'La Paloma', 'La Élite', 'Lynks', 'Pablo Lesuit', 'Pipiolas', 'trashi']","['rock', 'indie', 'pop', 'electronic']",https://fanmusicfest.b-cdn.net/sites/default/files/336963592_890716085319572_6620408021305034596_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/292594716_10158977091957135_8536651517843590199_n.png?itok=ncDwDO6h,False,69738,50K - 100K,Julio,True,Comunidad Valenciana,True,True,True,True
Impacto Fest 2023,Las Ventas de Albares,2023-07-28,2023-07-30,3,24317,42.603693,-6.391242,León,Torre del Bierzo,"['Pignoise', 'MDA', 'Julia Abad', 'Litainer', 'Samantha Palos']","['indie', 'urban']",,,,2068,0 - 5K,Julio,False,Castilla y León,False,True,False,False
MoboFest Music Festival 2023,Parc Municipal n'Hereveta,2023-07-28,2023-07-29,2,07260,39.517986,3.020083,Islas Baleares,Porreres,"['La Bien Querida', 'Cala Vento', 'Joan Miquel Oliver', 'Júlia Colom', 'Miquel Serra', 'Amulet', 'Bilo', 'Els Pets', 'La Flor Romanial', 'Nita', 'Cadmus', 'Ramé']","['indie', 'indie pop', 'indie rock']",https://fanmusicfest.b-cdn.net/sites/default/files/mobo_1.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/confirmaciones%20mobofest%202022.jpg?itok=FefVnQ0P,False,5645,5K - 10K,Julio,True,Islas Baleares,False,True,True,True
17º Ribeira Sacra Festival 2023,Parador de Monforte de Lemos,2023-07-28,2023-07-30,3,27400,42.523862,-7.510486,Lugo,Monforte de Lemos,"['Morgan', 'La Costa Brava', 'Lontreira', 'Pastor Eléctrico']","['indie', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/332357581_5914161661970367_6918406852011727737_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/281822446_1678914039118566_1514855769794804098_n.png?itok=KETR3_cJ,False,18081,10K - 50K,Julio,True,Galicia,False,True,False,True
Idilic Festival 2023,Espai Masia Bas,2023-07-28,2023-07-29,2,17250,41.818816,3.059016,Girona,Platja d'Aro,"['Melendi', 'Dani Fernández', 'La Casa Azul', 'Danny Ocean', 'Maldita Nerea', 'Marlon', 'Pol Granch', 'Pole', 'La La Love You', 'Leo Rizzi', 'Marlena', 'Nena Daconte', 'Zzoilo']","['indie', 'pop', 'electronic', 'urban']",https://fanmusicfest.b-cdn.net/sites/default/files/idilic.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/IMG_20200618_181523.jpg?itok=8Qe-Vxzf,False,11757,10K - 50K,Julio,True,Cataluña,True,True,False,True
Cabaret Festival Fuengirola 2023,Marenostrum Fuengirola,2023-08-01,2023-08-31,31,29640,36.524777,-4.628699,Málaga,Fuengirola,"['El Arrebato', 'Los Morancos']","['pop', 'fusion']",https://fanmusicfest.b-cdn.net/sites/default/files/arrebato_0.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/326894037_3396963333954500_1752220200921548907_n.jpg?itok=_6us5FxR,False,83226,50K - 100K,Agosto,True,Andalucía,False,False,False,True
Santander Music 2023,Campa de La Magdalena,2023-08-03,2023-08-05,3,39005,43.468417,-3.772607,Cantabria,Santander,"['La M.O.D.A.', 'SFDK', 'Viva Suecia', 'Alice Wonder', 'La Casa Azul', 'Second', 'Soleá Morente', 'Ana Tijoux', 'Iseo & Dodosound', 'Ladilla rusa']","['indie', 'electronic', 'indie pop', 'indie rock']",https://fanmusicfest.b-cdn.net/sites/default/files/333981239_2277169715788388_9126997582407205151_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/285687174_5296087417080687_8064589349248145045_n.jpg?itok=dNUuz5V9,False,171693,100K - 500K,Agosto,True,Cantabria,True,True,True,True
Prestoso Fest 2023,Las Bazaniellas,2023-08-03,2023-08-05,3,33800,43.15785,-6.540406,Asturias,Cangas del Narcea,"['Coach Party', 'Rodrigo Cuevas', '_juno', 'Aiko El Grupo', 'La Costa Brava', 'Los Manises', 'Melenas', 'Mujeres', 'Parquesvr', 'Autoescuela', 'Kiwi Jr.', ""Llevólu'l Sumiciu"", 'Margarita Quebrada', 'Playback Maracas', 'Viuda']","['indie', 'indie pop']",https://fanmusicfest.b-cdn.net/sites/default/files/334172684_1192551578295547_9073973936303693258_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/prestoso.jpg?itok=yZ_Y5LdL,False,11817,10K - 50K,Agosto,True,Asturias,False,True,False,True
Brizna Festival 2023,El Cubo de Rustik,2023-08-04,2023-08-06,3,22800,42.277741,-0.68498,Huesca,Ayerbe,"['Camela', 'Dorian', 'Carlos Sadness', 'La Bien Querida', 'La Habitación Roja', 'Begut', 'Veintiuno', 'Pecker', 'Luis Fercán']","['indie', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/338147080_193254730162642_5861909351848927104_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/untitled_6.png?itok=F73f9cKw,False,1059,0 - 5K,Agosto,False,Aragón,False,True,False,True
Festival Amante 2023,Recinto Festival Amante (junto a campo de fútbol),2023-08-04,2023-08-06,3,50540,41.833528,-1.520642,Zaragoza,Borja,"['Iván Ferreiro', 'La La Love You', 'Rufus T. Firefly', 'Ladilla rusa', 'Luis Brea', 'Pol 3.14']","['indie', 'pop', 'dj']",https://fanmusicfest.b-cdn.net/sites/default/files/320239212_727601605398289_8519290070728638949_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/292260013_1477128059403489_5379241303506566794_n.jpg?itok=OyyGn79i,False,5054,5K - 10K,Agosto,False,Aragón,False,True,False,True
Luna Sur Festival 2023,Marenostrum Fuengirola,2023-08-05,2023-08-05,1,29640,36.523588,-4.629278,Málaga,Fuengirola,"['Vetusta Morla', 'Miss Caffeina', 'Anni B Sweet', 'Los Estanques', 'Mike Joyce']","['rock', 'indie', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/328351319_3293394634323825_1185072247583440408_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/273627558_382326520425366_3534812163612416663_n.webp_.jpg?itok=IlO5gPU2,False,83226,50K - 100K,Agosto,True,Andalucía,False,True,True,True
Supersónica Festival 2023,Plaza Mayor,2023-08-05,2023-08-06,2,24200,42.293553,-5.520631,León,Valencia de Don Juan,sin artistas,"['indie', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/cover_supersonica.png,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/super_cartel.jpg?itok=L-xhCDy0,True,5176,5K - 10K,Agosto,False,Castilla y León,False,True,False,True
Sonorama Ribera 2023,Recinto Ferial,2023-08-09,2023-08-13,5,09400,41.670567,-3.700037,Burgos,Aranda de Duero,"['Wilco', 'Amaral', 'Vetusta Morla', 'Ayax y Prok', 'Iván Ferreiro', 'Viva Suecia', 'Xoel López', 'Arde Bogotá', 'Carlos Sadness', 'Carolina Durante', 'Ginebras', 'Jorge Drexler', 'La Pegatina', 'Miss Caffeina', 'Morgan', 'Natalia Lacunza', 'Niños Mutantes', 'Rodrigo Cuevas', 'Second', 'Toteking', 'Corizonas', 'Cupido', 'Dani', 'Delafé', 'Depedro']","['rock', 'indie', 'pop', 'alternative']",https://fanmusicfest.b-cdn.net/sites/default/files/wilco_1.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/310846234_410293227933707_7109503505050111315_n.jpg?itok=MHJOO54U,False,33172,10K - 50K,Agosto,False,Castilla y León,False,True,True,True
FiestoRon 2023,Recinto Ferial de Arucas,2023-08-11,2023-08-12,2,35400,28.117912,-15.521761,Las Palmas,Arucas,"['Ska-p', 'Melendi', 'Mägo de Oz', 'Mafalda', 'Melón Diesel', 'Cinco Estaciones', 'Coti', 'Minoría Absoluta']","['rock', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/332317198_1259050248289809_2534710090128611403_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/278480386_3220912271527315_4537789282761640049_n.jpg?itok=4wDjXPQU,False,38369,10K - 50K,Agosto,True,Canarias,False,False,True,True
Vive la Feria Torrelavega 2023,Recinto Ferial La Lechera,2023-08-11,2023-08-13,3,39300,43.355016,-4.055758,Cantabria,Torrelavega,sin artistas,"['pop', 'urban', 'latin', 'reggaeton']",https://fanmusicfest.b-cdn.net/sites/default/files/vive_0.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/289244892_5066980970067246_3181374037829326377_n.png?itok=nAU7HTlu,False,51142,50K - 100K,Agosto,True,Cantabria,False,False,False,True
Cooltural Fest 2023,Feria de Almería,2023-08-17,2023-08-20,4,04007,36.832182,-2.42977,Almería,Almería,"['Vetusta Morla', 'Lori Meyers', 'Viva Suecia', 'Second', 'Alice Wonder', 'Arde Bogotá', 'Cariño', 'Fangoria', 'Javiera Mena', 'Ainoa Buitrago', 'Amatria', 'Biznaga', 'Colectivo da Silva', 'Cupido', 'Morreo', 'Siloé', 'Soledad Vélez', 'Airbag', 'Alavedra', 'Animadora', 'Barry B', 'Besmaya', 'Carlos Vudu', 'Carmesí', 'Desorden Sonoro DJs']","['indie', 'indie pop', 'indie rock']",https://fanmusicfest.b-cdn.net/sites/default/files/329400296_526602092981575_317220315952780401_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cooltural.jpg?itok=KpCL5B63,False,199237,100K - 500K,Agosto,True,Andalucía,False,True,True,True
SummerFest Cerdanya 2023,Camí de Sant Marc,2023-08-17,2023-08-25,9,17520,42.41937,1.93074,Girona,Puigcerdà,"['David Bisbal', 'Ara Malikian', 'Pablo López', 'Rosario', 'God Save the Queen', 'Miki Núñez', 'Taburete', 'Els Amics De Les Arts', 'Dàmaris Gelabert']","['pop', 'fusion']",,,,9484,5K - 10K,Agosto,True,Cataluña,False,False,False,True
Phe Festival 2023,Estadio Municipal El Peñón,2023-08-18,2023-08-19,2,38400,28.415701,-16.556869,Santa Cruz de Tenerife,Puerto de la Cruz,"['Orbital', 'Trueno', 'The Reytons', 'Arde Bogotá', 'Natalia Lacunza', 'Second', 'Jimena Amarillo', 'Rocío Márquez y Bronquio', 'Shinova', 'Morreo', 'Rocío Sáiz', 'Sexy Zebras', 'Bala', 'Ghouljaboy', 'Hoonine', 'Zurych']","['rock', 'indie', 'pop', 'electronic', 'urban']",https://fanmusicfest.b-cdn.net/sites/default/files/phefestival023mar-3-3-1.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/phe_cartel.jpg?itok=v6Vrs9Wl,False,30349,10K - 50K,Agosto,True,Canarias,True,True,True,True
Esférica Rioja Alavesa 2023,Bodegas Ysios,2023-08-18,2023-08-20,3,01300,42.569012,-2.590714,Álava,La Hoya,sin artistas,"['indie pop', 'indie rock', 'indietronica']",https://fanmusicfest.b-cdn.net/sites/default/files/323697285_5952880644793448_4470936491604071010_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/untitled_11.png?itok=xeJPZbpO,False,1483,0 - 5K,Agosto,False,País Vasco,False,True,True,True
Sierra Nevada por Todo lo Alto 2023,Plaza de Andalucía,2023-08-18,2023-08-19,2,18196,37.093023,-3.399145,Granada,Monachil,"['Doctor Explosión', 'No Picky', ""Sarajevo '84""]","['rock', 'indie', 'pop', 'indie rock']",https://fanmusicfest.b-cdn.net/sites/default/files/sierra_2.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/sierra_1.jpg?itok=V104qWco,True,8182,5K - 10K,Agosto,True,Andalucía,False,True,True,True
CanelaParty 2023,Recinto Ferial de Torremolinos,2023-08-23,2023-08-26,4,29620,36.620884,-4.511411,Málaga,Torremolinos,"['King Gizzard & The Lizard Wizard', 'Black Midi', 'Triángulo De Amor Bizarro', 'Biznaga', 'Carpenter Brut', 'Las Ligas Menores', 'Mujeres', 'Panda Bear', 'Pantocrator', 'Pony Bravo', 'Rocío Márquez', 'Alavedra', 'Alien Tango', 'Bala', 'Bronquio', 'Cave In', 'Dry Cleaning', 'Jonathan Bree', 'La Paloma', 'La Trinidad', 'Lime Garden', 'Mausoleo', 'Nick Waterhouse', 'Nilüfer Yanya', 'Noga Erez']","['indie', 'electronic', 'indie pop', 'indie rock', 'alternative']",https://fanmusicfest.b-cdn.net/sites/default/files/337689617_750526710022286_4568573188904502516_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel_por_dias.jpg?itok=TJ4TerKq,False,68819,50K - 100K,Agosto,True,Andalucía,True,True,True,True
Contempopránea 2023,Baluartes de San Blás,2023-08-24,2023-08-26,3,06100,38.683839,-7.096774,Badajoz,Olivenza,sin artistas,"['indie', 'indie pop', 'indie rock']",https://fanmusicfest.b-cdn.net/sites/default/files/contempopranea023mar4-4-9.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/277815501_10161919383269768_1928172645984485353_n.jpg?itok=bHKuahkE,False,11832,10K - 50K,Agosto,False,Extremadura,False,True,True,True
Ebrovisión 2023,Varios Recintos,2023-08-31,2023-09-03,4,09200,42.693542,-2.914177,Burgos,Miranda de Ebro,"['León Benavente', 'Sidecars', 'Anni B Sweet', 'Belako', 'Carlangas', 'Natalia Lacunza', 'Toundra', 'Karavana', 'La Costa Brava', 'Las Ligas Menores', 'Mujeres', 'Niña Polaca', 'Bad Nerves', 'Las Petunias', 'Los Invaders', 'Margarita Quebrada', 'Menda Lerenda', 'Shame', 'The Reytons']","['rock', 'indie', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/334795077_1671791903270613_1937983456001756994_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/ebro_0.jpg?itok=KGOsn5Fl,False,35239,10K - 50K,Agosto,False,Castilla y León,False,True,True,True
Cala Mijas Festival 2023,Recinto Cala Mijas,2023-08-31,2023-09-02,3,29649,36.512482,-4.696248,Málaga,Mijas,"['Arcade Fire', 'Florence + The Machine', 'The Strokes', 'Belle and Sebastian', 'Amaia', 'Arca', 'Duki', 'Foals', 'José González', 'Lori Meyers', 'Metronomy', 'Moderat', 'The Blaze', 'Baiuca', 'Cariño', 'Cupido', 'Delaporte', 'Helena Hauff', 'Idles', 'James Holden', 'Nicola Cruz', 'Siouxsie', 'Amyl and The Sniffers', 'Ballena', 'Call Super']","['indie', 'pop', 'electronic', 'alternative']",https://fanmusicfest.b-cdn.net/sites/default/files/337505948_942857840474481_4079701545843818002_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/calamijas22_postig_svb.jpg?itok=NeXWit3Z,False,89502,50K - 100K,Agosto,True,Andalucía,True,True,False,True
Gigante Festival 2023,Huerta del Obispo,2023-08-31,2023-09-03,4,28802,40.481626,-3.372306,Madrid,Alcalá de Henares,"['Viva Suecia', 'Arde Bogotá', 'Second', 'Dani Fernández', 'Jordana B.', 'Marta Movidas', 'María de Juan', 'Teletexto DJs']","['rock', 'indie', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/338036381_1590756721409160_4193714933481283488_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/294606238_6001187329897671_3678279635376911236_n.jpg?itok=5T08sfar,False,196888,100K - 500K,Agosto,False,Madrid,False,True,True,True
Poetas del Rock Cuenca 2023,"Estadio ""La Fuensanta""",2023-08-31,2023-08-31,1,16002,40.075709,-2.145827,Cuenca,Cuenca,"['Ilegales', 'Los Enemigos', 'Das Model', 'De Kanteo']","['rock', 'pop', 'fusion']",,,,53389,50K - 100K,Agosto,False,Castilla-La Mancha,False,False,True,True
Osa do Mar 2023,Praza do Concello,2023-09-01,2023-09-02,2,27880,43.659557,-7.358206,Lugo,Burela,"['Xoel López', 'La Paloma', 'Carlangas', 'Sexy Zebras', 'Caamaño & Ameixeiras', 'Fillas de Cassandra', 'Shego', 'Bala & Lúa Mosquetera']","['indie', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/334961786_566180825451180_1534728287751385375_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/osa_1.jpg?itok=rI3Rg98O,False,9430,5K - 10K,Septiembre,True,Galicia,False,True,False,True
Natural Sonora 2023,Campo de fútbol,2023-09-01,2023-09-02,2,10300,39.897691,-5.544153,Cáceres,Navalmoral de la Mata,"['Viva Suecia', 'Arde Bogotá', 'Fangoria', 'Nancys Rubias']","['indie', 'pop', 'dj']",https://fanmusicfest.b-cdn.net/sites/default/files/3-43476x0-0vpc6.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel_nat.jpg?itok=IpR3SDAB,False,16784,10K - 50K,Septiembre,False,Extremadura,False,True,False,True
Cabaret Festival Latino Sevilla 2023,Recinto Hípico,2023-09-02,2023-09-14,13,41927,37.346978,-6.05366,Sevilla,Mairena del Aljarafe,"['Quevedo', 'Bad Gyal', 'tINI']","['rock', 'indie', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/326894037_3396963333954500_1752220200921548907_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/egb.jpg?itok=iSp11Gml,False,47161,10K - 50K,Septiembre,False,Andalucía,False,True,True,True
1001 Músicas de la Alhambra (Septiembre en el Generalife) 2023,Teatro del Generalife,2023-09-02,2023-09-23,22,18009,37.176099,-3.584783,Granada,Granada,"['Raphael', 'Andrés Calamaro', 'Suede', 'Ara Malikian', 'Luz Casal', 'Pablo López', '091', 'Elvis Costello']","['rock', 'indie', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/conciertos-en-la-alhambra-2023.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/278771132_178632331164953_3081353684932061099_n.png?itok=6EsujCJw,False,228682,100K - 500K,Septiembre,True,Andalucía,False,True,True,True
Cabaret Festival Mairena del Aljarafe 2023,Recinto Hípico,2023-09-02,2023-09-30,29,41927,37.346978,-6.05366,Sevilla,Mairena del Aljarafe,"['Niña Pastori', 'El Barrio', 'Bad Gyal', 'Quevedo', 'Tini', 'La Guardia', 'Nacha Pop', 'Boney M.', 'La Frontera', 'Los Manolos', 'Orquesta Mondragón', 'Sabrina', 'Tam Tam Go!', 'Tennessee', 'Vicky Larraz']","['rock', 'indie', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/egb.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/326894037_3396963333954500_1752220200921548907_n.jpg?itok=_6us5FxR,False,47161,10K - 50K,Septiembre,False,Andalucía,False,True,True,True
Nachiños Fest 2023,As Cabazas,2023-09-08,2023-09-09,2,15594,43.539278,-8.294077,A Coruña,Covas,"['Crystal Fighters', 'Anabel Lee', 'Berto', 'Besmaya', 'The Rapants', 'Alison Darwin', 'Galician Army', 'Julia Nar']","['indie', 'pop', 'dj']",https://fanmusicfest.b-cdn.net/sites/default/files/332513720_171490792298932_1515586462707073607_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/277522506_1496061820850098_8582857709204845194_n.jpg?itok=MI39Co6e,False,64158,50K - 100K,Septiembre,True,Galicia,False,True,False,True
Salamanca Vive Festival 2023,Espacio Más,2023-09-08,2023-09-08,1,37181,40.948075,-5.585089,Salamanca,Salamanca,"['Belén Aguilera', 'Jimena Amarillo', 'José de las Heras', 'Veintiuno', 'Vicco', 'Besmaya', 'Emlan', 'Mafalda Cardenal']","['indie', 'pop', 'urban']",,,,142412,100K - 500K,Septiembre,False,Castilla y León,False,True,False,True
Granada Sound 2023,Cortijo del Conde,2023-09-15,2023-09-16,2,18015,37.202674,-3.652107,Granada,Granada,"['Vetusta Morla', 'Amaia', 'Iván Ferreiro', 'La M.O.D.A.', 'Viva Suecia', 'Arde Bogotá', 'La Casa Azul', 'Rufus T. Firefly', 'Second', 'Varry Brava', 'Ciudad Jara', 'Ladilla rusa', 'Niños Luchando', 'Siloé', 'Veintiuno', 'Apartamentos Acapulco', 'Chica Sobresalto', 'Dani Less', 'Dj Maadraassoo', 'Isaac Corrales', 'Karavana', 'Modelé Fatalé', 'Pol 3.14', 'Taao', 'Tigre y Diamante']","['rock', 'indie', 'pop', 'electronic', 'indie pop']",https://fanmusicfest.b-cdn.net/sites/default/files/328264216_748761999736052_4086633091055644154_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/305637364_5381932035224620_2236914174588429548_n.png?itok=1jbNhi2U,False,228682,100K - 500K,Septiembre,True,Andalucía,True,True,True,True
Caudal Fest 2023,Jardín del Pazo de Feiras e Congresos de Lugo,2023-09-15,2023-09-16,2,27004,43.003455,-7.568486,Lugo,Lugo,"['Vetusta Morla', 'Leiva', 'Sidonie', 'Miss Caffeina', 'Natalia Lacunza', 'Ojete Calor', 'Belén Aguilera', 'Dani Fernández', 'Escuchando Elefantes', 'La La Love You', 'Veintiuno', 'Berta Franklin', 'Berto', 'Eva McBel', 'Galician Army', 'Jaguayano', 'Javi Chapela', 'Serial Killerz', 'Yeico x Toni']","['indie', 'indie pop', 'dj', 'indie rock']",https://fanmusicfest.b-cdn.net/sites/default/files/329549793_679245220568685_672219701354619753_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/caudal_1.jpg?itok=OM4VvrKA,False,97211,50K - 100K,Septiembre,True,Galicia,False,True,True,True
